x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
316.3757652,170.2341791,324.8200912,159.5840125,306.755624,161.6491673,339.9183803,163.6320858,292.1854243,168.892301,372.6362556,237.9828515,281.8137757,244.0689099,407.2459376,326.9819974,260.0431177,351.2395415,385.9993759,326.2009451,349.8236583,333.9201919,365.5061857,451.6250028,300.589976,457.5907191,356.2553853,586.6024531,305.6981698,586.8772087,355.6248127,578.5212227,294.9872657,573.9964193,f
319.2473384,168.8998413,328.4734567,158.032188,308.9519961,161.0233424,343.8200444,164.2255399,294.0651088,169.0034117,375.0685256,236.1071513,282.8538789,245.4323925,404.9357071,326.4322303,263.851126,351.9898191,386.207203,325.42252,355.311626,333.055965,376.6618496,451.008625,305.7078024,457.9725784,350.6657386,587.9244295,295.7136518,584.6880415,349.2056126,572.5289608,313.1595739,573.9857928,f
320.5588809,168.986687,329.6595153,157.9151596,311.7296615,160.7809046,345.2426088,164.1258988,297.8649415,168.8157678,373.9500481,237.3167461,281.7465103,246.9282799,406.4038383,328.8424184,265.1385534,352.2984338,385.2019812,328.4128425,350.723101,335.7114823,366.9630937,454.4929273,306.4556897,458.4234025,346.0650184,586.9493893,293.1448922,581.6897571,349.1576846,574.8481507,311.8944315,576.6611193,f
328.3595442,170.8246538,335.7709714,158.5983493,316.8623275,162.0675923,350.1006379,166.4423724,300.7940009,170.0095578,379.0463839,240.5356078,287.3283885,246.6709621,407.2292859,329.9879865,270.027812,348.9349543,382.6601211,326.8936086,358.9677391,334.8395713,374.6780039,454.8016452,314.3285411,461.1830537,359.7144134,587.2083446,306.6267116,588.830146,356.0445612,572.7868973,314.024372,575.8601029,f
327.7717733,170.3925867,336.1424297,159.1471312,317.4000894,161.5394113,353.1144103,165.7842507,303.315869,168.5167216,379.3225418,240.1185379,289.3893551,247.6862807,408.5837825,328.508701,270.3413326,348.986985,383.7517657,328.2330934,353.0538905,329.8901747,374.0615857,453.7790546,310.8419966,458.7672466,379.6802506,589.1668107,295.5861631,578.6618766,358.8321538,573.625189,314.3072534,575.4951234,f
324.947492,170.2033219,334.0093567,159.1886943,316.1636085,161.3762957,352.2468139,165.1166692,303.6094185,168.4460538,381.1465893,240.3487594,289.5861045,246.679428,410.4748203,330.967868,269.6986496,350.1664057,390.1897991,329.0678103,352.8844164,330.1190732,376.8500314,455.6216158,311.8630934,460.3821644,379.5340702,592.0198932,297.1823916,583.7656316,358.9114386,573.8284314,314.8757976,576.0632467,f
324.355708,170.0911502,333.7148727,159.2093991,315.9709203,161.4178115,352.1444429,166.0916078,302.7471449,169.6860656,380.7097249,241.1675169,288.85951,246.3675491,408.4425491,328.6040393,270.6786213,350.6372361,382.6436036,329.1343754,352.642336,331.0239039,375.0327417,454.8005825,310.9172788,460.9085451,355.8612794,586.0399583,296.042085,580.1366166,356.0884599,573.5539715,312.8551213,575.8752323,f
325.4157931,170.526281,334.5104137,159.3399869,316.2965291,161.5349378,352.0924965,165.9218434,303.1584363,169.2921834,379.9464517,241.0913396,289.4712515,246.5715983,407.0434671,330.5622335,269.4728652,348.93525,348.8267238,338.8190362,348.8523722,331.3949549,371.7010534,453.6007667,308.3641189,460.1518077,352.9609324,585.7617449,294.4124784,579.4128442,352.8177165,569.976866,311.9783311,572.7221917,f
327.9087271,171.3035043,336.8438566,159.7624684,317.6970631,162.1408467,352.3180001,166.9238917,303.3815471,169.7982705,380.8648872,240.6344931,287.5908741,245.6016356,405.8812259,331.3481158,269.013039,350.6995692,384.5039801,328.7517254,347.7631209,333.2055355,372.4719143,456.1224128,305.2932989,462.2102825,354.8358377,590.0211129,293.3673369,586.4047989,354.4926174,574.5655294,309.6939586,574.4147037,f
326.5450165,171.9428167,335.9033654,160.3057475,316.532299,162.6106342,352.4520773,167.2554847,302.7184619,170.1785967,377.1384914,242.3031337,286.9944888,246.9271999,406.9887219,330.8074524,265.7221433,352.5688171,382.4493444,326.7299495,345.6350815,328.9344212,372.5115076,454.425772,305.6884623,460.8186477,352.4853029,587.001452,291.5552411,580.1552763,352.5633347,572.5922723,310.7009894,573.5528113,f
330.0917178,170.4744605,339.3496241,161.2012621,318.8752048,161.8827817,354.3670316,167.3577115,305.3626973,170.6192848,388.3554279,244.8761408,292.0476998,246.9980903,409.4016963,332.4390967,269.1141762,348.0138555,391.0022198,327.3159511,359.5585735,329.8257506,380.5762455,460.2731371,309.8784937,464.4822034,368.6935472,588.7417234,294.1107498,585.9886199,388.9683551,573.6395026,315.9228973,575.5993106,f
339.4190652,171.5381667,348.823222,160.4962877,325.9590119,161.1495942,362.9604245,166.4805104,310.5486247,170.8761205,385.9554686,243.2110851,297.3826498,248.1897988,411.4845448,333.062053,277.8860491,351.4277607,395.8259594,330.9419423,357.4117811,332.3727049,385.8222908,460.6196707,315.1408131,459.9359202,365.0654264,586.1491305,307.1571712,587.784336,359.6367597,572.9593786,313.667178,574.7091948,f
346.1108838,166.0997181,354.5065367,156.5988648,331.3423697,157.0220233,369.4447879,165.778054,317.1515562,168.3125471,400.0814867,244.6985546,303.5682245,244.1890714,428.6614361,334.1581043,288.1239681,350.3501488,398.7640917,332.1534652,370.630264,336.3555611,392.453773,460.4922616,319.2812698,456.1838018,364.9869481,584.0539717,301.5474941,583.4290263,359.0948696,567.6607885,295.8606254,563.8042168,f
355.0998349,167.6937825,362.9366772,158.1732733,344.6933969,158.2703006,378.249026,165.210519,324.6703799,166.4082152,412.9144121,246.4716787,312.6105787,244.6762607,441.8201141,333.5875681,298.6181403,352.7445052,392.128268,332.5437233,385.9929743,333.086061,404.4306103,464.2364407,328.4422427,453.5287297,393.9759821,587.2253703,310.3947003,581.5968887,394.2519637,568.3933884,319.4718163,566.1715621,f
373.7072956,168.1698787,382.2944754,158.2096394,361.065751,159.0396538,397.2335617,166.9824664,345.7580068,171.4640137,426.1024742,245.3272102,330.7699561,250.3575105,452.4112734,338.5332468,319.2834172,352.6466589,425.6615653,331.3703889,407.8512431,333.604487,434.1065359,469.4804335,349.0538921,462.9121737,402.6983657,585.4935797,333.6628052,578.3342603,398.0137905,569.8829882,354.5226341,572.4135593,f
398.3409803,172.932782,406.786043,161.0198847,386.3115315,162.537086,420.4771121,168.1213468,367.5182737,173.8892326,457.226097,248.6345112,355.1228698,248.8764876,476.565745,344.6993306,340.5849852,352.8477721,461.5882927,334.4868511,422.2500503,337.0660032,451.7771882,465.6576716,376.2270358,461.5538518,468.3041293,588.6637457,360.3310345,586.7320495,474.9251681,567.9454035,366.1744447,568.0556349,f
422.8351127,169.7018646,432.2649464,159.0981154,408.9840378,160.2692999,446.6042271,168.7775228,393.2000804,172.6454442,476.053115,240.5777979,380.414342,247.0888439,517.2215664,322.9104573,368.6154697,352.8782571,471.154974,335.4873871,457.8739092,334.6559565,472.9468136,457.5911502,402.3803046,452.9754734,463.7928552,589.7086842,386.6806766,584.6217293,469.8415817,573.0318691,394.8779807,571.1782314,f
437.105284,169.0721172,445.3215205,156.9691579,424.3513115,158.7209995,459.2922534,164.658728,407.6197708,167.6655026,496.31277,237.9402044,395.7315435,244.2970715,526.7477417,328.7694719,381.0008163,352.8769877,507.7487764,326.548174,473.539293,334.8277229,486.2348178,454.2811947,416.8220609,457.0887228,505.8504252,596.7936736,396.4112127,586.5480249,513.2224983,567.018378,403.7170303,565.2564005,f
453.3951304,165.7890629,460.53463,155.3565465,439.0803399,157.4493617,476.3007834,162.9767695,422.4054264,170.7665505,511.9096161,237.4118961,413.9870123,246.9891547,549.7535973,325.439389,400.4538228,347.6116362,520.6483415,334.2497093,491.8071299,329.8755975,521.4229346,451.9991697,441.903555,453.6338171,509.7441843,591.237698,429.6252335,588.8262797,514.3028408,569.0341483,438.1527061,570.9903631,f
466.2550799,167.4457761,475.6635419,156.6464964,451.6641105,155.711745,490.3282445,167.6039581,433.6412568,167.938287,523.3891504,239.2238211,421.1613126,245.2291455,555.3400316,333.0725335,409.159819,345.6563939,512.3872269,334.7117039,492.2572974,336.4893184,521.6265106,455.4976598,445.1765626,453.9526913,517.0729894,587.139382,436.2838597,585.0493102,519.2709744,572.1669357,443.0413952,575.3319541,f
472.0751567,168.2148434,480.5713253,157.5779135,460.1810417,157.7624846,496.7710229,166.4022322,443.2230915,167.7945647,537.5832976,239.0056203,428.0922524,243.6514918,555.7570089,344.4889446,420.8012064,351.0221281,512.7798046,334.8746535,508.9790291,332.2659599,526.2187854,455.9665166,457.7280827,454.6101623,513.9954744,585.171314,458.3009226,585.4236956,517.5305722,573.3990253,452.7107886,572.6161235,f
476.8161971,170.2706066,485.9261372,158.6089852,465.270058,160.3618904,499.446613,165.5710522,449.0028435,167.5763937,541.0713546,242.804943,438.1244347,243.8930681,576.0213568,331.950116,423.2470489,351.1366438,547.391754,333.0242421,519.0765901,337.2166199,534.654034,454.4164683,462.4625168,455.7501482,551.5367958,591.4968385,471.2292593,584.2054315,560.1696687,579.7599395,478.2537958,579.8372238,f
478.8317876,168.316518,489.118644,156.7416566,468.1207857,159.8277318,505.0194113,166.6196635,457.3342789,171.0690533,543.5822424,242.5885903,441.690263,247.7531267,574.2522315,338.6635272,429.8368224,349.7509475,543.1700556,335.231366,521.8830453,338.436778,536.7789967,448.9751224,470.608644,455.6795659,547.4989408,593.6869628,473.7368837,584.2756956,556.0180642,580.3229282,477.2726761,582.491011,f
482.1573597,167.106822,492.2696968,155.8057522,471.2684679,159.4643073,509.8094634,167.6087423,461.8051373,172.8691297,546.6523036,241.9711042,445.5854619,247.0567049,579.9433952,336.9578261,432.5454997,346.4740572,543.7739688,331.5204214,528.4812375,336.6905705,553.7420841,451.9775842,473.0309061,455.2924344,545.6765213,587.9917581,474.3821918,577.6055101,555.8842235,577.0165659,477.4608923,579.5446089,f
483.5199408,168.8401907,493.2549123,157.9101604,473.2716503,161.2405427,510.5230606,168.6438998,460.3904398,172.5987238,547.7014706,243.9163754,449.8337588,249.4311737,584.6430393,336.3725785,434.6093299,347.9286378,546.8799291,336.9814304,521.1630519,332.4186214,553.7564173,449.969847,475.5828083,455.9346715,545.7366955,590.1697632,478.9687713,580.334551,554.3240992,576.1503037,481.5231166,580.1311258,f
486.4676883,168.5955033,496.3762561,157.539733,475.7508902,160.936401,512.9757874,168.8515968,463.2988813,173.5112694,550.2113556,243.4228456,452.2392754,250.1162553,583.8087232,335.1613667,438.8634202,347.961313,547.4650734,335.4706832,521.8831195,334.6638222,553.9546964,452.715637,477.2029296,454.7571133,539.3960488,583.1817176,483.5439529,573.6528152,517.2112331,582.1685079,486.4917473,581.3784683,f
491.9488252,167.8448605,500.6579804,159.2199946,478.9028897,160.7644986,517.2414671,169.2777499,464.9941553,174.460904,552.6592638,242.8429707,453.3831229,248.6961875,589.9154728,335.5801522,439.0665825,347.3883425,547.7849629,336.9729472,526.5583617,338.0067533,555.8059914,453.2549063,478.3301391,453.1021071,546.2655948,588.0262085,479.584636,577.8954152,555.3703176,577.0324576,483.3720143,578.0307992,f
491.902106,166.859363,500.9648459,158.0238604,479.7116322,160.0456339,518.0890979,168.0586617,466.3273021,172.7344605,552.5189749,243.0118614,454.9258862,247.2184961,587.6601342,332.3178956,438.5119184,347.7804791,510.3138626,339.4001479,526.8033532,339.4455395,556.8657745,451.416892,479.4064465,450.3651517,545.6841697,583.7171978,487.2076208,574.9645295,556.082385,578.3138266,488.4109355,578.7768911,f
491.2014022,167.4624349,500.5678538,158.3669492,478.9363796,160.9649752,518.7874526,167.5674219,466.6021515,174.128703,553.8775543,240.8570385,453.5723948,249.0077774,590.0060905,331.9623681,439.507273,345.6865992,542.6553986,334.1677108,531.1743105,337.2775803,556.532743,444.6209699,482.6292126,444.7934672,547.4799403,578.8723126,485.0576313,575.621174,555.1533404,575.9496465,487.2075056,577.8854311,f
492.7179454,165.8911032,501.4686282,156.7234706,479.481432,158.7624203,519.5495816,166.0882901,465.6376986,172.2725194,553.9346696,240.3852141,454.8731704,247.4147224,589.1639983,332.0342721,438.7741763,344.7941239,545.964112,330.5517317,532.7260735,334.4713287,558.0171945,447.6768725,480.947233,447.3377266,543.6491851,583.9539287,484.5257521,575.2584269,551.9798124,578.0419613,486.2082438,579.6100471,f
492.319064,164.7148251,500.9781454,156.4619927,478.6404353,157.7622354,518.7815271,166.1134861,464.602236,172.0695597,554.4196444,240.3516841,455.2645435,246.4693335,585.3534137,333.2493847,439.5674118,345.4797387,549.2449138,334.844428,531.6511791,337.07634,556.4963101,445.1134761,481.8404213,445.4238713,545.5762966,581.7511913,481.101681,575.2379896,553.4232185,574.982605,484.8572715,577.4669579,f
486.4958808,161.4866953,497.0874273,149.6203239,474.5944258,154.7077972,515.298784,163.4141817,461.582283,170.2605726,553.0186804,237.8283317,450.9480315,246.6893801,584.6549792,331.090082,437.4209467,347.7325558,514.2004997,339.6393084,526.6891284,337.4330109,559.1737764,450.4326015,479.42049,450.7081159,545.9164904,582.0682297,478.8333132,575.9373979,554.1971576,573.6937455,482.5725125,577.6059566,f
487.5634213,162.1670304,497.61275,149.294813,475.1137267,154.9245346,514.5267151,160.8492579,461.8237328,169.229367,553.5016959,234.9777421,450.4013002,247.4000585,585.2053417,327.7681343,437.7303453,349.32368,540.583901,330.7646696,534.0183314,336.5563609,559.0820375,447.9008502,480.4208234,449.0706353,541.6585947,581.9762899,476.1440267,576.0714187,551.9816008,572.0585116,481.2360204,576.7256562,f
488.8803742,158.5289445,497.6018717,148.8212591,474.6732856,150.0636826,514.2558582,159.9734283,461.211479,166.1566839,550.7479271,234.7500584,445.3240391,244.640684,589.1517823,327.1282193,435.2092799,349.4528311,543.0737162,332.5936023,532.1051322,338.5787097,561.5238923,453.9305988,479.0715137,456.3167171,551.804147,587.7288628,476.06809,581.4781361,555.1684265,570.7905347,481.5590421,576.4372924,f
482.8284342,160.5310548,493.1586145,144.9424726,469.1283337,149.2059338,509.2097734,156.2849239,457.0077063,164.244776,548.941499,232.3379368,442.7751275,245.6212506,583.2437668,326.5691866,429.6954334,351.1523212,539.9644203,327.6423336,524.6658355,335.0336608,561.3746572,454.2348079,475.187209,458.2935354,550.9032057,588.9232591,470.8639188,585.6435623,556.2248231,569.1180788,477.9896831,575.6056445,f
477.598848,159.9584585,486.6357636,145.1512793,464.5900622,146.7906658,504.67796,151.4901021,450.1194496,158.7052276,547.9973736,227.8141173,436.7798557,242.2989616,580.8748107,326.5801373,423.1608611,351.9402488,519.2839714,337.3712823,530.5228967,334.787226,559.7208948,452.5087824,475.0075528,460.3037164,554.4828835,592.8654676,472.1307801,589.7060528,557.7521774,569.1259611,476.2660352,573.5643356,f
477.0143055,151.8039873,484.8310235,138.8723648,462.7336008,141.2159842,502.6711312,146.3591544,446.6187521,153.5900624,541.4947367,222.6686636,430.9705837,237.8070181,578.0471172,323.9790665,418.8799158,351.4006696,518.4033074,334.8052242,514.8575981,327.7564907,557.9088547,452.9309688,467.0976382,458.4232458,550.1743106,591.887701,473.3295809,590.5121562,555.7338934,566.6893356,479.3840143,575.1725217,f
469.2410456,137.2088006,478.1470962,127.8920707,453.8866962,129.4251094,494.0373378,138.72921,436.0924049,143.0463026,536.0716954,220.7751417,423.7130737,228.732542,574.6276297,317.001949,415.2179359,337.3011323,499.9829683,321.2391505,510.4116922,318.6490416,549.5614001,448.3092062,458.1890869,454.6462716,509.3225567,588.1841661,474.1013479,588.3692309,512.3358991,566.6523636,479.9805911,569.6551585,f
461.8207155,131.7611136,472.2353194,119.5946988,445.4210393,119.335553,490.0746398,129.300853,428.3540237,133.6724652,529.0900288,208.6194709,420.0915717,222.4180645,563.5376006,313.2508577,402.1861516,337.5647911,498.1153056,304.6892871,504.6059718,306.570374,534.3090654,443.2809074,451.9978125,447.5796105,540.2766876,594.06307,468.3449474,584.8545131,513.3226369,568.3219963,476.5622567,570.1576286,f
455.2120699,117.7724817,466.9277895,110.1139321,440.401322,107.6759166,483.1899728,122.0374527,421.0353736,126.149672,526.5721267,201.6702728,411.3258926,213.2164981,569.1072682,313.2252307,395.5955259,337.4611192,504.8122183,309.0751001,497.6373837,308.2390407,532.2101733,446.7184175,443.1191165,451.3392609,540.9263486,590.4093773,445.9415225,583.4261123,514.9323611,566.6087151,470.4262771,567.8855617,f
450.9008302,115.8874562,462.8172795,105.7594471,436.3731481,105.0443027,481.0696435,117.2456678,415.5481503,120.3280562,522.2278052,200.8970641,405.1803535,207.1558579,568.6627874,308.5332979,388.5754792,336.8028408,496.5365707,309.2134361,502.3936801,307.52181,523.7969508,443.8355044,441.3895363,448.6508606,519.8571111,589.457236,443.5531503,588.7015162,520.2089929,564.6861475,441.2229225,567.8861293,f
449.3501276,115.858572,461.9785864,104.506526,435.714703,103.8864385,480.8140573,114.6817008,414.4961097,116.1601706,523.7024822,196.7543818,403.5446779,205.8445823,572.8637529,309.4573161,382.4504511,336.6990881,502.3837981,305.2231678,509.8266245,309.6312497,528.7292647,446.2337687,442.4390854,449.9227632,551.4580349,592.187576,443.0152074,588.3232099,565.0859586,562.5340413,442.3329543,567.6370204,f
450.9332489,113.0012198,461.1721303,98.5599598,435.0959431,101.0279923,481.1142977,108.4137153,414.2582091,115.190837,527.7160128,194.0370573,402.0268422,205.9403998,569.9663107,309.4367702,382.072647,336.2677964,506.2286211,306.1424261,506.8988488,309.335513,533.534211,443.937087,443.9057382,450.9556372,557.0933622,593.0615401,440.9194804,591.1513273,565.2000956,564.0066926,439.7589218,563.5408068,f
453.9013197,109.9181286,465.05482,96.57143084,436.9103619,99.12608937,483.5674224,107.5304226,414.05818,111.9694828,528.1502251,195.0527544,400.4739804,203.9242358,569.6702653,309.7997245,382.8168235,336.6434048,505.1287248,304.8056565,506.2062708,308.5472166,535.3123729,446.255296,441.2336217,451.8554189,552.4273557,591.374032,440.4896349,589.5103389,559.2886209,561.3779924,443.3036288,562.334891,f
457.6855303,105.3777577,468.0111813,93.97661024,439.5116362,94.6145903,486.5628093,101.7982097,419.2544888,108.3704801,534.1701962,195.3541126,403.6160047,203.4993379,581.4833099,307.6274388,384.7646703,336.2246942,469.353019,305.2934699,507.4138882,307.2847383,537.0099138,443.1359816,446.0953638,448.0202915,552.6699954,591.3328416,441.3353011,586.5553183,558.3200899,563.7268072,472.4031732,565.6764221,f
458.2904836,104.7820261,469.2276518,93.07022035,441.3743247,93.39985888,488.6080933,102.8857802,422.8362194,106.8644732,537.7028861,191.6174952,406.5061499,203.221926,579.446936,311.0991137,386.099128,335.3760585,500.4109958,298.5922491,506.5164149,306.0048322,556.0217499,449.3625044,449.7470912,456.550559,551.9559001,591.1672036,465.0368396,586.8573188,559.5073765,561.684977,472.0407217,562.9155722,f
460.0939858,102.4862125,473.3017532,88.29285855,445.0710003,90.8493897,493.5296286,97.94268538,427.7732962,106.5958271,545.3022475,191.1276774,412.6039474,198.6751901,586.9371169,309.1837148,391.493918,333.2914004,507.041759,299.6608037,517.9345489,307.5331561,559.9220435,447.2480928,451.3630338,451.9712444,549.0841669,590.142124,466.9308816,584.7474237,556.6037054,560.2899642,472.2235196,561.844708,f
463.3462809,100.7713787,477.1800262,85.61610597,448.3405063,88.3201611,497.0466727,96.06829454,429.2236536,103.8922558,545.7650246,190.2374559,415.6775532,197.9188454,589.6819035,303.1583318,395.4464181,333.4704519,505.7066553,301.4373281,520.5890201,301.1222073,563.9116986,444.5387411,459.5288347,450.9439111,553.8328659,587.8542081,452.3731941,581.3033547,559.0225756,562.5975613,476.062225,559.9685072,f
468.4554739,97.73476211,479.9452876,81.47064818,450.3702186,86.14094597,498.1607531,95.89064424,431.0556624,101.9866623,552.7051078,190.8360077,420.0838568,199.9005151,594.7364584,305.8977345,395.1610927,333.1975214,502.0660009,303.8690352,514.5887575,300.7527843,562.9695444,446.8682778,456.5578333,450.5697834,553.32472,590.788294,464.706567,584.8624144,559.5205026,561.6898658,469.9341384,559.3558339,f
468.5517699,95.31216989,481.0731284,80.91670233,450.8370473,84.3522552,500.8266606,95.71272676,431.8960156,97.86378853,554.9004557,189.5676496,422.4002788,197.9044403,598.1060032,306.271747,392.9272829,333.521339,502.188127,305.2914987,510.2963435,307.0961088,565.4042487,447.2413184,456.7310022,450.3611168,554.2986217,588.9654304,463.9875408,583.4833405,558.6952231,558.3310291,470.7956693,559.5942825,f
470.0989351,95.0390435,482.0094884,80.14052528,451.7207022,83.93482728,501.4770828,96.00298099,432.3629618,98.37447467,552.3477915,191.2093237,420.3648893,197.8511398,598.5879647,307.4747084,394.9101094,335.0817669,503.769143,304.8106224,522.6994956,303.8334721,566.1524364,447.4987288,456.108573,452.347399,549.7550489,589.8251402,466.1618636,585.0861736,556.6330185,563.6609599,472.8245972,563.5126445,f
469.2119649,92.37097595,481.258335,78.94696373,451.4482776,82.97437408,500.9090308,91.99583299,431.6795302,96.16513501,553.603331,189.4031076,419.4204439,196.7367168,593.7874704,308.1015133,395.5261156,332.2208259,500.3902937,302.2919912,520.9797202,301.1479561,565.847653,445.4666797,454.7393443,450.7139522,553.4065336,589.3467671,470.4469543,583.2285057,560.2779188,562.8606192,473.1760769,562.3452598,f
466.5066766,91.76303967,479.6999804,78.77971902,449.7866133,82.19278773,499.06485,90.70809925,429.5817138,96.99466215,550.6952486,187.8807679,414.904588,195.3948437,590.4645399,308.4538216,394.5238038,334.5404195,502.1040908,302.148124,521.1505459,300.9995207,564.2082897,445.129939,450.3350379,450.8568303,549.4770849,588.8148113,462.3153948,582.2622954,557.7703634,558.8359824,470.7540816,562.4511772,f
463.5446879,90.85453375,475.2633349,76.00703406,445.0273762,78.55524694,494.3355943,88.76500705,421.7165698,96.14105581,545.1290003,185.030121,407.4985857,193.8832834,581.8786431,306.948279,381.8657711,335.3718573,465.2895097,303.6496435,503.5174822,304.9682926,553.7535143,448.1727879,442.9126876,451.7460757,556.1060246,591.6148501,432.9809855,586.5531167,560.2951678,560.4712947,438.9070961,563.5791764,f
454.4138203,90.01813955,466.5300267,77.51745395,437.0300723,77.048325,486.080352,87.28125902,412.9884807,99.09304964,532.5609437,189.3375845,399.1342801,197.7779452,577.0660092,297.5993021,375.7984325,330.4384379,495.1072034,299.9819614,502.6740476,297.4323436,529.4224139,450.1838987,435.5891068,454.2272391,518.1044686,587.8623517,431.4741285,588.7981679,520.8075301,564.8777047,439.5706212,563.8988136,f
444.7382945,89.81798461,457.2555079,79.51616855,427.4094424,75.83587112,473.3903714,92.28141339,399.3986019,93.96901171,522.2529982,190.1735619,385.7065152,196.5162769,564.6599796,309.6474875,358.4655244,335.0127604,493.7125524,303.0734787,491.9873949,305.256692,516.6995109,448.7655153,421.3998449,452.623462,517.7334171,582.63774,412.6116646,579.0303295,522.7648748,564.3272044,436.9425878,558.9625579,f
426.0588804,91.46697879,437.4305318,76.34257899,406.4208759,79.05052998,456.0982433,89.78639358,382.8305897,96.13654467,505.1951973,187.299433,363.1204749,196.1361697,542.7209639,304.4388114,339.4888816,333.1324786,430.3948826,304.1979292,442.5312206,300.9189152,488.070069,448.1095322,400.1693372,453.8303824,473.5874693,576.9271007,401.1035026,579.4584947,479.8771133,560.3818429,436.6337829,557.737887,f
408.2182775,86.55663338,421.7038688,76.41091551,391.9596619,72.66479908,437.6593876,86.91272543,365.6451452,88.35280185,485.124374,188.2485558,348.2716672,195.2627845,529.4080813,307.1995788,322.7273206,329.8538837,467.4342257,299.0458471,466.6453843,303.1078009,474.3336923,443.3577832,386.4313932,450.8633601,474.0880261,581.3149823,370.1427439,579.4826665,479.9808297,561.646318,396.8536044,557.3131131,f
